ENSSSCG00000020823	BSCL2	ENSSSCT00000025488
ENSSSCG00000026059	MOK	ENSSSCT00000002811
ENSSSCG00000022852	NAN	ENSSSCT00000023387
ENSSSCG00000007590	PMS2	ENSSSCT00000008330
ENSSSCG00000002739	NAN	ENSSSCT00000003035
ENSSSCG00000005872	NAN	ENSSSCT00000006451
ENSSSCG00000006897	NAN	ENSSSCT00000007552
ENSSSCG00000003080	IGSF23	ENSSSCT00000003418
ENSSSCG00000003862	NAN	ENSSSCT00000004274
ENSSSCG00000024013	NAN	ENSSSCT00000002966
ENSSSCG00000009935	MYO1H	ENSSSCT00000023549,ENSSSCT00000010887
ENSSSCG00000006872	AGL	ENSSSCT00000007525
ENSSSCG00000002543	NAN	ENSSSCT00000002824
ENSSSCG00000011453	ITIH4	ENSSSCT00000012534
ENSSSCG00000029875	ZNF529	ENSSSCT00000003258
ENSSSCG00000016898	NAN	ENSSSCT00000018403
ENSSSCG00000008366	NAN	ENSSSCT00000009160
ENSSSCG00000025747	NAN	ENSSSCT00000028902
ENSSSCG00000003923	HECTD3	ENSSSCT00000004338
ENSSSCG00000024211	NAN	ENSSSCT00000031818
ENSSSCG00000021829	NAN	ENSSSCT00000027784
ENSSSCG00000000436	NAN	ENSSSCT00000000471
ENSSSCG00000010273	TBATA	ENSSSCT00000011244
ENSSSCG00000026629	NAN	ENSSSCT00000028788
ENSSSCG00000025251	NAN	ENSSSCT00000025004
ENSSSCG00000010717	NAN	ENSSSCT00000011725
ENSSSCG00000024827	ABTB1	ENSSSCT00000023623
ENSSSCG00000007348	SLC32A1	ENSSSCT00000008040
ENSSSCG00000009188	STPG2	ENSSSCT00000010061
ENSSSCG00000000983	IL17REL	ENSSSCT00000001073,ENSSSCT00000033311
ENSSSCG00000012916	NAN	ENSSSCT00000014119
ENSSSCG00000016473	NAN	ENSSSCT00000017937
ENSSSCG00000026862	NAN	ENSSSCT00000017633
ENSSSCG00000016541	SLC35B4	ENSSSCT00000018011,ENSSSCT00000031824
ENSSSCG00000023646	NAN	ENSSSCT00000023577
ENSSSCG00000029450	NAN	ENSSSCT00000031279
ENSSSCG00000022299	NAN	ENSSSCT00000030515
ENSSSCG00000004657	CEP152	ENSSSCT00000005142,ENSSSCT00000029380
ENSSSCG00000010070	SMARCB1	ENSSSCT00000011031
ENSSSCG00000003736	ASXL3	ENSSSCT00000004136
ENSSSCG00000011961	TFG	ENSSSCT00000026186,ENSSSCT00000013087
ENSSSCG00000007947	NAN	ENSSSCT00000008710
ENSSSCG00000021605	NAN	ENSSSCT00000015818
ENSSSCG00000011036	NAN	ENSSSCT00000012079
ENSSSCG00000024507	NAN	ENSSSCT00000024842,ENSSSCT00000023191,ENSSSCT00000027613
ENSSSCG00000024527	NDEL1	ENSSSCT00000027254
ENSSSCG00000020725	NAN	ENSSSCT00000027288
ENSSSCG00000011833	DLG1	ENSSSCT00000012945,ENSSSCT00000034060,ENSSSCT00000033279
ENSSSCG00000020757	NAN	ENSSSCT00000026811
ENSSSCG00000023969	ACER1	ENSSSCT00000026229
ENSSSCG00000003854	ECHDC2	ENSSSCT00000004266
ENSSSCG00000026669	NAN	ENSSSCT00000019001
ENSSSCG00000014361	CYSTM1	ENSSSCT00000015690
ENSSSCG00000015811	PLEKHA2	ENSSSCT00000017219
ENSSSCG00000012703	RBMX	ENSSSCT00000034598,ENSSSCT00000035112,ENSSSCT00000035747,ENSSSCT00000013889,ENSSSCT00000034855,ENSSSCT00000035101,ENSSSCT00000033155,ENSSSCT00000035967,ENSSSCT00000032763,ENSSSCT00000036689,ENSSSCT00000033975,ENSSSCT00000034556,ENSSSCT00000034908
ENSSSCG00000022887	NAN	ENSSSCT00000023643
ENSSSCG00000011178	CPNE4	ENSSSCT00000012241,ENSSSCT00000033415
ENSSSCG00000020796	NAN	ENSSSCT00000025332
ENSSSCG00000016521	NAN	ENSSSCT00000017989
ENSSSCG00000024332	NAN	ENSSSCT00000026081
ENSSSCG00000001405	LTB	ENSSSCT00000035081,ENSSSCT00000001535,ENSSSCT00000032883,ENSSSCT00000033604
ENSSSCG00000008068	NAN	ENSSSCT00000008841
ENSSSCG00000023719	IFT20	ENSSSCT00000025956,ENSSSCT00000029807
ENSSSCG00000013276	PRDM11	ENSSSCT00000014500
ENSSSCG00000006451	PCD1B	ENSSSCT00000007066
ENSSSCG00000011767	TTC14	ENSSSCT00000012878
ENSSSCG00000011234	CMTM7	ENSSSCT00000012301
ENSSSCG00000021899	PIEZO2	ENSSSCT00000026619
ENSSSCG00000016072	C2orf66	ENSSSCT00000017499
ENSSSCG00000008762	STIM2	ENSSSCT00000023243,ENSSSCT00000009587
ENSSSCG00000001963	EGLN3	ENSSSCT00000002196
ENSSSCG00000000120	ANKRD54	ENSSSCT00000000126
ENSSSCG00000017585	SAMD14	ENSSSCT00000035061,ENSSSCT00000019144,ENSSSCT00000036208
ENSSSCG00000021456	NAN	ENSSSCT00000025959
ENSSSCG00000000406	PTGES3	ENSSSCT00000000439
ENSSSCG00000017206	GRB2	ENSSSCT00000018731
ENSSSCG00000027408	NKD1	ENSSSCT00000022834
ENSSSCG00000030304	NAN	ENSSSCT00000028237
ENSSSCG00000024588	TLE6	ENSSSCT00000026874,ENSSSCT00000028184,ENSSSCT00000029162
ENSSSCG00000010250	VPS26A	ENSSSCT00000011220
ENSSSCG00000006744	NHLH2	ENSSSCT00000007389
ENSSSCG00000024580	NAN	ENSSSCT00000014811
ENSSSCG00000028176	NAN	ENSSSCT00000031858
ENSSSCG00000009661	ADRA1A	ENSSSCT00000010593
ENSSSCG00000027430	NAN	ENSSSCT00000014309
ENSSSCG00000027215	CTRC	ENSSSCT00000003842
ENSSSCG00000021326	NAN	ENSSSCT00000030612
ENSSSCG00000005420	NAN	ENSSSCT00000005963
ENSSSCG00000011206	NAN	ENSSSCT00000012272
ENSSSCG00000020749	NAN	ENSSSCT00000027987
ENSSSCG00000004937	SLC24A1	ENSSSCT00000005448
ENSSSCG00000029545	GPRC5D	ENSSSCT00000025280
ENSSSCG00000026391	NAN	ENSSSCT00000026807
ENSSSCG00000027157	NAN	ENSSSCT00000025430
ENSSSCG00000011594	NR2C2	ENSSSCT00000012690
ENSSSCG00000021233	NAN	ENSSSCT00000025734
ENSSSCG00000009688	NAN	ENSSSCT00000010623
ENSSSCG00000025594	NAN	ENSSSCT00000025851
ENSSSCG00000029153	NAN	ENSSSCT00000022805
ENSSSCG00000025705	NAN	ENSSSCT00000024300
ENSSSCG00000026078	GLCE	ENSSSCT00000022924
ENSSSCG00000000701	ING4	ENSSSCT00000000763
ENSSSCG00000004305	NAN	ENSSSCT00000004760
ENSSSCG00000011239	NAN	ENSSSCT00000012306
ENSSSCG00000015657	NAN	ENSSSCT00000017054
ENSSSCG00000024705	NAN	ENSSSCT00000030267
ENSSSCG00000027006	ABI2	ENSSSCT00000024165
ENSSSCG00000008802	BEND4	ENSSSCT00000009630,ENSSSCT00000009631
ENSSSCG00000014156	ARRDC3	ENSSSCT00000015464
ENSSSCG00000017753	KSR1	ENSSSCT00000019322
ENSSSCG00000025106	THNSL2	ENSSSCT00000025817
ENSSSCG00000015714	CCDC93	ENSSSCT00000017114
ENSSSCG00000025637	NAN	ENSSSCT00000024630
ENSSSCG00000006246	CHCHD7	ENSSSCT00000006845
ENSSSCG00000025686	KMO	ENSSSCT00000032127
ENSSSCG00000022448	CLNK	ENSSSCT00000026602,ENSSSCT00000024277
ENSSSCG00000011764	NDUFB5	ENSSSCT00000012875
ENSSSCG00000007382	PABPC1L	ENSSSCT00000008080
ENSSSCG00000025772	GPR45	ENSSSCT00000027509
ENSSSCG00000013042	CCDC88B	ENSSSCT00000014255
ENSSSCG00000021312	NAN	ENSSSCT00000022404
ENSSSCG00000026756	NAN	ENSSSCT00000029168
ENSSSCG00000022565	NAN	ENSSSCT00000030399
ENSSSCG00000009505	MBNL2	ENSSSCT00000010422
ENSSSCG00000028410	NAN	ENSSSCT00000029611
ENSSSCG00000014562	NAN	ENSSSCT00000015912
ENSSSCG00000010430	CSTF2T	ENSSSCT00000011415
ENSSSCG00000023996	NAN	ENSSSCT00000025826
ENSSSCG00000011375	USP19	ENSSSCT00000012453
ENSSSCG00000026233	POLR3G	ENSSSCT00000029387,ENSSSCT00000028823
ENSSSCG00000022202	NAN	ENSSSCT00000030459
ENSSSCG00000015962	NAN	ENSSSCT00000017380
ENSSSCG00000009498	NAN	ENSSSCT00000010415
ENSSSCG00000010791	NAN	ENSSSCT00000011807
ENSSSCG00000021386	PTGR1	ENSSSCT00000028358
ENSSSCG00000022018	NAN	ENSSSCT00000022731
ENSSSCG00000006815	NAN	ENSSSCT00000007466
ENSSSCG00000011439	PHF7	ENSSSCT00000012519
ENSSSCG00000012241	BCOR	ENSSSCT00000035361,ENSSSCT00000034775,ENSSSCT00000013387,ENSSSCT00000034818,ENSSSCT00000035677
ENSSSCG00000015218	NAN	ENSSSCT00000016584
ENSSSCG00000029113	RNF219	ENSSSCT00000031188
ENSSSCG00000024058	SLC5A2	ENSSSCT00000028525,ENSSSCT00000034698,ENSSSCT00000035868,ENSSSCT00000035040,ENSSSCT00000034887,ENSSSCT00000036084
ENSSSCG00000023970	NAN	ENSSSCT00000027278
ENSSSCG00000025378	NAN	ENSSSCT00000011998
ENSSSCG00000008046	PGP	ENSSSCT00000008818
ENSSSCG00000006960	GLI4	ENSSSCT00000007625,ENSSSCT00000025104,ENSSSCT00000031224
ENSSSCG00000008686	C4orf48	ENSSSCT00000009503
ENSSSCG00000008870	GUCY1B3	ENSSSCT00000009710
ENSSSCG00000029058	C14H10orf116	ENSSSCT00000028568
ENSSSCG00000010632	TECTB	ENSSSCT00000011628
ENSSSCG00000028135	NAN	ENSSSCT00000023555
ENSSSCG00000028005	NAN	ENSSSCT00000030351
ENSSSCG00000023786	NAN	ENSSSCT00000027969
ENSSSCG00000004871	FAM69C	ENSSSCT00000024453,ENSSSCT00000005377,ENSSSCT00000022843
ENSSSCG00000021806	NAN	ENSSSCT00000032306
ENSSSCG00000006135	CPNE3	ENSSSCT00000006728
ENSSSCG00000027862	FAM200B	ENSSSCT00000029642
ENSSSCG00000002654	FBXO31	ENSSSCT00000002945
ENSSSCG00000003686	NAN	ENSSSCT00000004084
ENSSSCG00000003103	FKRP	ENSSSCT00000003442
ENSSSCG00000020710	NAN	ENSSSCT00000025946
ENSSSCG00000001001	C6orf201	ENSSSCT00000001093
ENSSSCG00000012811	VBP1	ENSSSCT00000014004,ENSSSCT00000035199,ENSSSCT00000033410
ENSSSCG00000009378	CKAP2	ENSSSCT00000010275
ENSSSCG00000026654	NAN	ENSSSCT00000030659
ENSSSCG00000027123	NAN	ENSSSCT00000031932
ENSSSCG00000006494	SLC25A44	ENSSSCT00000007113
ENSSSCG00000020774	NAN	ENSSSCT00000023164
ENSSSCG00000005956	NAN	ENSSSCT00000006539
ENSSSCG00000014539	ZFP62	ENSSSCT00000015889
ENSSSCG00000002702	NAN	ENSSSCT00000002996
ENSSSCG00000009999	NAN	ENSSSCT00000010956
ENSSSCG00000030297	NAN	ENSSSCT00000032176
ENSSSCG00000017698	CCL4	ENSSSCT00000019264
ENSSSCG00000008355	NAN	ENSSSCT00000009149
ENSSSCG00000004849	NAN	ENSSSCT00000005353
ENSSSCG00000000806	SCAF11	ENSSSCT00000023077,ENSSSCT00000031177,ENSSSCT00000000875
ENSSSCG00000030355	NAN	ENSSSCT00000002432
ENSSSCG00000025290	ZNF596	ENSSSCT00000029068
ENSSSCG00000011292	ZNF662	ENSSSCT00000012362
ENSSSCG00000024132	TMEM47	ENSSSCT00000023522
ENSSSCG00000004082	NAN	ENSSSCT00000004511
ENSSSCG00000013754	NAN	ENSSSCT00000015028
ENSSSCG00000029035	ZNF558	ENSSSCT00000022409
ENSSSCG00000011131	PRKCQ	ENSSSCT00000012183
ENSSSCG00000029756	ADGRG2	ENSSSCT00000035725,ENSSSCT00000029867,ENSSSCT00000035313,ENSSSCT00000013299,ENSSSCT00000033461
ENSSSCG00000011706	ANKUB1	ENSSSCT00000012816
ENSSSCG00000011676	NAN	ENSSSCT00000012782
ENSSSCG00000016960	NAN	ENSSSCT00000018469
ENSSSCG00000012097	NLGN4X	ENSSSCT00000013231,ENSSSCT00000023168,ENSSSCT00000030495
ENSSSCG00000022768	NAN	ENSSSCT00000022334
ENSSSCG00000009721	NAN	ENSSSCT00000010658
ENSSSCG00000024934	NAN	ENSSSCT00000027520
ENSSSCG00000003592	SDC3	ENSSSCT00000003987
ENSSSCG00000005822	NAN	ENSSSCT00000006399
ENSSSCG00000028924	AURKB	ENSSSCT00000025604
ENSSSCG00000023546	NAN	ENSSSCT00000029661
ENSSSCG00000025357	LDAH	ENSSSCT00000025009,ENSSSCT00000023215
ENSSSCG00000028388	NAN	ENSSSCT00000023516
ENSSSCG00000026575	NAN	ENSSSCT00000030264
ENSSSCG00000017533	HOXB2	ENSSSCT00000019087
ENSSSCG00000012026	ADAMTS1	ENSSSCT00000013158
ENSSSCG00000027597	NAN	ENSSSCT00000031637
ENSSSCG00000003701	SNRPD1	ENSSSCT00000004100
ENSSSCG00000023579	NAN	ENSSSCT00000026714
ENSSSCG00000026003	WWC1	ENSSSCT00000024568
ENSSSCG00000014029	COL23A1	ENSSSCT00000015325,ENSSSCT00000015324
ENSSSCG00000025046	NAN	ENSSSCT00000025240
ENSSSCG00000029196	DIP2B	ENSSSCT00000028346
ENSSSCG00000014272	NAN	ENSSSCT00000015595
ENSSSCG00000021559	NAN	ENSSSCT00000031092
ENSSSCG00000020829	NAN	ENSSSCT00000025484
ENSSSCG00000021264	NAN	ENSSSCT00000026234,ENSSSCT00000024486
ENSSSCG00000027048	NAN	ENSSSCT00000028803
ENSSSCG00000030247	EPM2AIP1	ENSSSCT00000032126
ENSSSCG00000027475	WDR81	ENSSSCT00000029533
ENSSSCG00000009610	NPM2	ENSSSCT00000010533
ENSSSCG00000028580	SMIM12	ENSSSCT00000029887
ENSSSCG00000022886	NAN	ENSSSCT00000029613
ENSSSCG00000028768	NAN	ENSSSCT00000026705
ENSSSCG00000004294	SYNCRIP	ENSSSCT00000004748
ENSSSCG00000009206	GPRIN3	ENSSSCT00000010080
ENSSSCG00000009009	MND1	ENSSSCT00000009866
ENSSSCG00000029032	HUNK	ENSSSCT00000022842
ENSSSCG00000024094	NAN	ENSSSCT00000014418
ENSSSCG00000016014	PPP1R1C	ENSSSCT00000017437
ENSSSCG00000007110	NKX2-4	ENSSSCT00000007782
ENSSSCG00000014179	FAM174A	ENSSSCT00000015491
ENSSSCG00000026148	NAN	ENSSSCT00000027885
ENSSSCG00000022412	NAN	ENSSSCT00000027433
ENSSSCG00000014579	NAN	ENSSSCT00000015929
ENSSSCG00000013277	TP53I11	ENSSSCT00000014501,ENSSSCT00000030582
ENSSSCG00000021328	PCSK1N	ENSSSCT00000025387
ENSSSCG00000013258	HARBI1	ENSSSCT00000014482
ENSSSCG00000015012	C11orf87	ENSSSCT00000016376
ENSSSCG00000003515	NAN	ENSSSCT00000003905
ENSSSCG00000012825	IKBKG	ENSSSCT00000033026,ENSSSCT00000033887,ENSSSCT00000035592,ENSSSCT00000034165,ENSSSCT00000033807,ENSSSCT00000034575,ENSSSCT00000014019,ENSSSCT00000032592,ENSSSCT00000035343,ENSSSCT00000032825,ENSSSCT00000033483
ENSSSCG00000008728	ZBTB49	ENSSSCT00000009548
ENSSSCG00000004150	HEBP2	ENSSSCT00000004587
ENSSSCG00000004382	SEC63	ENSSSCT00000004844
ENSSSCG00000015933	FASTKD1	ENSSSCT00000017349,ENSSSCT00000025574
ENSSSCG00000007308	ROMO1	ENSSSCT00000007996
ENSSSCG00000007501	BMP7	ENSSSCT00000008212,ENSSSCT00000033617,ENSSSCT00000034572
ENSSSCG00000008774	TBC1D1	ENSSSCT00000009599
ENSSSCG00000023880	RRP8	ENSSSCT00000022514
ENSSSCG00000005597	NAN	ENSSSCT00000006155
ENSSSCG00000024928	SNRNP200	ENSSSCT00000023488
ENSSSCG00000008039	NTHL1	ENSSSCT00000008810
ENSSSCG00000023566	NAN	ENSSSCT00000030767
ENSSSCG00000007842	SDR42E2	ENSSSCT00000008592
ENSSSCG00000012870	FGF4	ENSSSCT00000014067
ENSSSCG00000022619	NAN	ENSSSCT00000022630,ENSSSCT00000024145
ENSSSCG00000007969	RGS11	ENSSSCT00000008732
ENSSSCG00000005089	SIX4	ENSSSCT00000005609
ENSSSCG00000016070	GTF3C3	ENSSSCT00000031776,ENSSSCT00000017496
ENSSSCG00000024649	NAN	ENSSSCT00000031941
ENSSSCG00000011444	NT5DC2	ENSSSCT00000012524
ENSSSCG00000004353	CCNC	ENSSSCT00000004810
ENSSSCG00000023620	NAN	ENSSSCT00000025251
ENSSSCG00000012663	ENOX2	ENSSSCT00000026646,ENSSSCT00000013844,ENSSSCT00000034092,ENSSSCT00000035356,ENSSSCT00000035630
ENSSSCG00000008690	RNF4	ENSSSCT00000009507
ENSSSCG00000008266	NAN	ENSSSCT00000009052
ENSSSCG00000029564	NAN	ENSSSCT00000031410
ENSSSCG00000017731	PSMD11	ENSSSCT00000019298
ENSSSCG00000026758	NAN	ENSSSCT00000024224
ENSSSCG00000017257	NAN	ENSSSCT00000018786
ENSSSCG00000005204	RANBP6	ENSSSCT00000005736
ENSSSCG00000023890	ATG2A	ENSSSCT00000026889
ENSSSCG00000027470	NAN	ENSSSCT00000025518
ENSSSCG00000009963	TPST2	ENSSSCT00000010919
ENSSSCG00000026850	NAN	ENSSSCT00000011345
ENSSSCG00000022493	NAN	ENSSSCT00000027935
ENSSSCG00000026129	ADGRL3	ENSSSCT00000023072
ENSSSCG00000020858	NAN	ENSSSCT00000001166,ENSSSCT00000023668
ENSSSCG00000030751	IFN-DELTA-9	ENSSSCT00000033079
ENSSSCG00000022404	NAN	ENSSSCT00000028449
ENSSSCG00000014251	MEGF10	ENSSSCT00000015571
ENSSSCG00000005083	DHRS7	ENSSSCT00000005603
ENSSSCG00000012291	GPKOW	ENSSSCT00000013440,ENSSSCT00000035742,ENSSSCT00000034486,ENSSSCT00000033529,ENSSSCT00000034339
ENSSSCG00000021615	SRSF10	ENSSSCT00000026259
ENSSSCG00000008545	ZNF512	ENSSSCT00000009350
ENSSSCG00000013852	NAN	ENSSSCT00000015131
ENSSSCG00000028752	ADSSL1	ENSSSCT00000024688
ENSSSCG00000002747	PMFBP1	ENSSSCT00000003044
ENSSSCG00000003957	NAN	ENSSSCT00000004376
ENSSSCG00000001402	NFKBIL1	ENSSSCT00000001531,ENSSSCT00000034001,ENSSSCT00000033854
ENSSSCG00000020750	NAN	ENSSSCT00000027145
ENSSSCG00000027024	ASIC3	ENSSSCT00000027326
ENSSSCG00000008720	HMX1	ENSSSCT00000023740,ENSSSCT00000009540
ENSSSCG00000026907	NAN	ENSSSCT00000007382
ENSSSCG00000000687	CD4	ENSSSCT00000000748,ENSSSCT00000000749,ENSSSCT00000034445
ENSSSCG00000021752	NAN	ENSSSCT00000027350
ENSSSCG00000007864	GPRC5B	ENSSSCT00000008616
ENSSSCG00000022345	NAN	ENSSSCT00000028760,ENSSSCT00000026691
ENSSSCG00000001617	TREM1	ENSSSCT00000001798,ENSSSCT00000035016
ENSSSCG00000028283	NAN	ENSSSCT00000030759
ENSSSCG00000024589	NAN	ENSSSCT00000029277
ENSSSCG00000022384	NAN	ENSSSCT00000024012
ENSSSCG00000016438	NUB1	ENSSSCT00000017899
ENSSSCG00000023105	NET1	ENSSSCT00000029208
ENSSSCG00000013663	ANGPTL6	ENSSSCT00000014927
ENSSSCG00000003789	CTH	ENSSSCT00000004193
ENSSSCG00000029599	NAN	ENSSSCT00000032170
ENSSSCG00000017721	CCL8	ENSSSCT00000019288
ENSSSCG00000027170	NAN	ENSSSCT00000023245
ENSSSCG00000021629	NAN	ENSSSCT00000028209
ENSSSCG00000002458	TMEM251	ENSSSCT00000002729
ENSSSCG00000009702	FBXO8	ENSSSCT00000010637
ENSSSCG00000013051	NAN	ENSSSCT00000014265
ENSSSCG00000028140	NAN	ENSSSCT00000022961
ENSSSCG00000009757	BRI3BP	ENSSSCT00000010697
ENSSSCG00000005425	SLC44A1	ENSSSCT00000033541,ENSSSCT00000034909,ENSSSCT00000033835,ENSSSCT00000005968
ENSSSCG00000021041	PM20D1	ENSSSCT00000026786
ENSSSCG00000006089	PTDSS1	ENSSSCT00000006680
ENSSSCG00000009524	TMTC4	ENSSSCT00000010442
ENSSSCG00000014669	NAN	ENSSSCT00000016020
ENSSSCG00000012827	NAN	ENSSSCT00000014021
ENSSSCG00000030021	NAN	ENSSSCT00000029393
ENSSSCG00000006680	HFE2	ENSSSCT00000007318
ENSSSCG00000030315	PRPSAP2	ENSSSCT00000030478
ENSSSCG00000027920	NAN	ENSSSCT00000004054
ENSSSCG00000012295	MAGIX	ENSSSCT00000013444,ENSSSCT00000035322,ENSSSCT00000033966,ENSSSCT00000034613,ENSSSCT00000035012
ENSSSCG00000004172	SLC2A12	ENSSSCT00000004611
ENSSSCG00000025555	NAN	ENSSSCT00000027558
ENSSSCG00000004508	NAN	ENSSSCT00000004980
ENSSSCG00000023824	IQCF2	ENSSSCT00000025414,ENSSSCT00000028894
ENSSSCG00000023968	TSSK3	ENSSSCT00000022798
ENSSSCG00000026294	NAN	ENSSSCT00000031644
ENSSSCG00000004436	COL10A1	ENSSSCT00000004901
ENSSSCG00000011051	NAN	ENSSSCT00000012095
ENSSSCG00000004851	NAN	ENSSSCT00000005355
ENSSSCG00000015068	APOA4	ENSSSCT00000016434
ENSSSCG00000008004	FAM173A	ENSSSCT00000008772
ENSSSCG00000006467	PRCC	ENSSSCT00000007084
ENSSSCG00000013227	KBTBD4	ENSSSCT00000014447
ENSSSCG00000006353	NR1I3	ENSSSCT00000006962
ENSSSCG00000021989	PURA	ENSSSCT00000023612
ENSSSCG00000001795	SH3GL3	ENSSSCT00000002011,ENSSSCT00000029711
ENSSSCG00000003680	RALBP1	ENSSSCT00000004078
ENSSSCG00000030857	LENG8	ENSSSCT00000033054,ENSSSCT00000033934,ENSSSCT00000035612
ENSSSCG00000017412	RAB5C	ENSSSCT00000018954
ENSSSCG00000021647	EDA	ENSSSCT00000034708,ENSSSCT00000033545,ENSSSCT00000022432
ENSSSCG00000008303	CCT7	ENSSSCT00000009094
ENSSSCG00000002361	VRTN	ENSSSCT00000002625
ENSSSCG00000010519	NAN	ENSSSCT00000011509
ENSSSCG00000012415	NAP1L2	ENSSSCT00000013575
ENSSSCG00000025645	NAN	ENSSSCT00000031424
ENSSSCG00000029039	NAN	ENSSSCT00000025780
ENSSSCG00000025196	NAN	ENSSSCT00000025622
ENSSSCG00000023735	NAN	ENSSSCT00000028540
ENSSSCG00000016343	TWIST2	ENSSSCT00000017798
ENSSSCG00000027011	NAN	ENSSSCT00000030013
ENSSSCG00000018047	FAM83G	ENSSSCT00000019642
ENSSSCG00000003403	APITD1	ENSSSCT00000003776
ENSSSCG00000012271	RBM10	ENSSSCT00000013419,ENSSSCT00000034772,ENSSSCT00000036244,ENSSSCT00000034382
ENSSSCG00000005592	NAN	ENSSSCT00000006148
ENSSSCG00000009448	NAN	ENSSSCT00000010357
ENSSSCG00000021053	GIPR	ENSSSCT00000023909
ENSSSCG00000029367	CARD6	ENSSSCT00000024821
ENSSSCG00000000603	PDE6H	ENSSSCT00000000648
ENSSSCG00000015872	GPD2	ENSSSCT00000017283
ENSSSCG00000004480	COX7A2	ENSSSCT00000004950
ENSSSCG00000027808	NAN	ENSSSCT00000030178
ENSSSCG00000007438	NCOA5	ENSSSCT00000008142
ENSSSCG00000007681	CUX1	ENSSSCT00000008422
ENSSSCG00000014591	NAN	ENSSSCT00000015941
ENSSSCG00000013022	PYGM	ENSSSCT00000014234
ENSSSCG00000002932	ZNF567	ENSSSCT00000003245
ENSSSCG00000027395	NAN	ENSSSCT00000029709,ENSSSCT00000025019
ENSSSCG00000012562	NCBP2L	ENSSSCT00000013736
ENSSSCG00000023019	ZSWIM5	ENSSSCT00000031091
ENSSSCG00000013410	SWAP70	ENSSSCT00000014650
ENSSSCG00000028180	DUSP28	ENSSSCT00000024935,ENSSSCT00000017821
ENSSSCG00000017109	ADAMTS16	ENSSSCT00000018627
ENSSSCG00000017767	NAN	ENSSSCT00000019339
ENSSSCG00000027604	NAN	ENSSSCT00000026455
ENSSSCG00000029168	KIAA0430	ENSSSCT00000029419,ENSSSCT00000032475
ENSSSCG00000009376	VPS36	ENSSSCT00000010273
ENSSSCG00000010775	NAN	ENSSSCT00000011789
ENSSSCG00000027228	NAN	ENSSSCT00000028978
ENSSSCG00000030606	NAN	ENSSSCT00000032477
ENSSSCG00000026381	NAN	ENSSSCT00000026712
ENSSSCG00000028192	DNAJC28	ENSSSCT00000024359
ENSSSCG00000005472	SLC46A2	ENSSSCT00000006018
ENSSSCG00000017637	MPO	ENSSSCT00000035412,ENSSSCT00000034605,ENSSSCT00000019199
ENSSSCG00000022868	NAN	ENSSSCT00000022804
ENSSSCG00000009462	NAN	ENSSSCT00000010373
ENSSSCG00000021451	NAN	ENSSSCT00000027967
ENSSSCG00000004615	NAN	ENSSSCT00000005096
ENSSSCG00000022094	CA7	ENSSSCT00000029058
ENSSSCG00000005554	NAN	ENSSSCT00000006105
ENSSSCG00000010930	ADIPOR1	ENSSSCT00000011962
ENSSSCG00000020674	DEPDC7	ENSSSCT00000029285
ENSSSCG00000008040	TSC2	ENSSSCT00000008811
ENSSSCG00000009765	DNAH10	ENSSSCT00000010707
ENSSSCG00000001703	NFKBIE	ENSSSCT00000001903,ENSSSCT00000032591
ENSSSCG00000007814	NAN	ENSSSCT00000008563,ENSSSCT00000032927,ENSSSCT00000036362,ENSSSCT00000034865
ENSSSCG00000027715	NAN	ENSSSCT00000022650
ENSSSCG00000004737	NAN	ENSSSCT00000005233
ENSSSCG00000021119	NAN	ENSSSCT00000030509
ENSSSCG00000004951	AAGAB	ENSSSCT00000005463
ENSSSCG00000028986	NAN	ENSSSCT00000024931
ENSSSCG00000016626	CFTR	ENSSSCT00000018101
ENSSSCG00000025741	SNX20	ENSSSCT00000027637
ENSSSCG00000024633	JAKMIP3	ENSSSCT00000023262
ENSSSCG00000017031	ATP10B	ENSSSCT00000018543
ENSSSCG00000005132	CDKN2B	ENSSSCT00000005658
ENSSSCG00000023009	PROKR2	ENSSSCT00000026119
ENSSSCG00000009127	ALPK1	ENSSSCT00000009994,ENSSSCT00000009995
ENSSSCG00000016548	PODXL	ENSSSCT00000018018,ENSSSCT00000023302,ENSSSCT00000023443
ENSSSCG00000004090	ZBTB2	ENSSSCT00000004521
ENSSSCG00000016724	MRPS24	ENSSSCT00000018205
ENSSSCG00000009663	TRIM35	ENSSSCT00000010595
ENSSSCG00000007349	ACTR5	ENSSSCT00000008041
ENSSSCG00000022626	NAN	ENSSSCT00000022972
ENSSSCG00000009014	NAN	ENSSSCT00000009873
ENSSSCG00000007833	NAN	ENSSSCT00000008583
ENSSSCG00000010960	SLC28A3	ENSSSCT00000011997
ENSSSCG00000025245	ARMC5	ENSSSCT00000031066
ENSSSCG00000023322	COL9A2	ENSSSCT00000029893
ENSSSCG00000006107	PDP1	ENSSSCT00000006699
ENSSSCG00000010371	ANTXRL	ENSSSCT00000036694,ENSSSCT00000011353,ENSSSCT00000028798,ENSSSCT00000031958
ENSSSCG00000022828	PNN	ENSSSCT00000022515
ENSSSCG00000015938	SSB	ENSSSCT00000017354
ENSSSCG00000016758	NAN	ENSSSCT00000018240
ENSSSCG00000030504	NAN	ENSSSCT00000028460
ENSSSCG00000015494	ZBTB37	ENSSSCT00000016878
ENSSSCG00000013091	NAN	ENSSSCT00000014311
ENSSSCG00000023909	THPO	ENSSSCT00000028109
