ENSOCUG00000017200	PDZD4	ENSOCUT00000017201
ENSOCUG00000005334	ELOVL4	ENSOCUT00000005331
ENSOCUG00000000526	PRCP	ENSOCUT00000000525
ENSOCUG00000013974	CDKN1B	ENSOCUT00000013969
ENSOCUG00000015451	EIF2D	ENSOCUT00000015454
ENSOCUG00000010185	ALDH7A1	ENSOCUT00000010187
ENSOCUG00000028082	DLEC1	ENSOCUT00000028970
ENSOCUG00000013629	COL2A1	ENSOCUT00000013661
ENSOCUG00000015475	USP43	ENSOCUT00000015477
ENSOCUG00000006405	SFN	ENSOCUT00000006404
ENSOCUG00000013054	UBE2H	ENSOCUT00000013049
ENSOCUG00000026064	NAN	ENSOCUT00000022858
ENSOCUG00000023936	NAN	ENSOCUT00000022599
ENSOCUG00000025117	CYP4A7	ENSOCUT00000004673
ENSOCUG00000008107	NAN	ENSOCUT00000008118
ENSOCUG00000009148	SERPINB11	ENSOCUT00000009145
ENSOCUG00000002882	ACAT1	ENSOCUT00000002881
ENSOCUG00000005722	CERS6	ENSOCUT00000024169
ENSOCUG00000008441	TMCO1	ENSOCUT00000008437
ENSOCUG00000013712	EFHB	ENSOCUT00000013717
ENSOCUG00000002536	SUZ12	ENSOCUT00000002536
ENSOCUG00000016164	CYP1B1	ENSOCUT00000016155
ENSOCUG00000015564	PLSCR4	ENSOCUT00000015563
ENSOCUG00000007124	TTK	ENSOCUT00000007126
ENSOCUG00000012421	PTPN13	ENSOCUT00000012439
ENSOCUG00000003118	SLC12A5	ENSOCUT00000003121
ENSOCUG00000016740	DPF3	ENSOCUT00000025007
ENSOCUG00000006718	POU4F1	ENSOCUT00000006718
ENSOCUG00000017824	CCDC59	ENSOCUT00000017821
ENSOCUG00000003814	NAN	ENSOCUT00000003812
ENSOCUG00000014164	NAN	ENSOCUT00000014161
ENSOCUG00000000182	LYPD1	ENSOCUT00000000182
ENSOCUG00000007988	MUC4	ENSOCUT00000007993
ENSOCUG00000024963	NAN	ENSOCUT00000027698
ENSOCUG00000023338	NAN	ENSOCUT00000031604
ENSOCUG00000028088	ZNF667	ENSOCUT00000011237
ENSOCUG00000006701	METTL22	ENSOCUT00000006695
ENSOCUG00000022524	NAN	ENSOCUT00000030675
ENSOCUG00000022707	GPR142	ENSOCUT00000022559
ENSOCUG00000006039	NAN	ENSOCUT00000006041
ENSOCUG00000024037	NAN	ENSOCUT00000024578
ENSOCUG00000015001	CYB5R2	ENSOCUT00000030544
ENSOCUG00000012387	LCMT1	ENSOCUT00000023129
ENSOCUG00000011564	RFX5	ENSOCUT00000011564
ENSOCUG00000006551	BARX1	ENSOCUT00000006553
ENSOCUG00000004556	NAN	ENSOCUT00000004557
ENSOCUG00000015834	LALBA	ENSOCUT00000023351,ENSOCUT00000015831
ENSOCUG00000013915	RPL23	ENSOCUT00000013913
ENSOCUG00000006856	NEDD4	ENSOCUT00000006858
ENSOCUG00000004084	C17orf50	ENSOCUT00000004084
ENSOCUG00000026254	CCDC159	ENSOCUT00000034119,ENSOCUT00000024083
ENSOCUG00000027595	C14orf80	ENSOCUT00000029396
ENSOCUG00000025993	GIN1	ENSOCUT00000021749
ENSOCUG00000015112	CLUH	ENSOCUT00000015121
ENSOCUG00000024298	NINJ1	ENSOCUT00000021273
ENSOCUG00000022575	VTN	ENSOCUT00000028795
ENSOCUG00000010336	NTS	ENSOCUT00000010331
ENSOCUG00000020904	NAN	ENSOCUT00000030197
ENSOCUG00000014602	ITGB5	ENSOCUT00000014609
ENSOCUG00000005742	KCTD14	ENSOCUT00000005733
ENSOCUG00000010032	THBS3	ENSOCUT00000010035
ENSOCUG00000014843	ANKFY1	ENSOCUT00000014848
ENSOCUG00000004779	ACOT9	ENSOCUT00000004779
ENSOCUG00000027849	OAS3	ENSOCUT00000029507
ENSOCUG00000027029	ARID5B	ENSOCUT00000031570
ENSOCUG00000008999	KRT26	ENSOCUT00000008997
ENSOCUG00000016081	NAN	ENSOCUT00000016082
ENSOCUG00000029395	C2orf74	ENSOCUT00000033312
ENSOCUG00000006541	ZFP62	ENSOCUT00000006537
ENSOCUG00000003314	MPP3	ENSOCUT00000030420
ENSOCUG00000015726	CELSR2	ENSOCUT00000032108,ENSOCUT00000015744
ENSOCUG00000026024	FBXL14	ENSOCUT00000022835
ENSOCUG00000024966	SREBF1	ENSOCUT00000030046,ENSOCUT00000025534
ENSOCUG00000026010	NAN	ENSOCUT00000006528
ENSOCUG00000025730	TERF2	ENSOCUT00000031948
ENSOCUG00000027218	NAN	ENSOCUT00000031621
ENSOCUG00000017066	GSKIP	ENSOCUT00000017062
ENSOCUG00000024096	S100A6	ENSOCUT00000025782
ENSOCUG00000006190	NCAM1	ENSOCUT00000006189
ENSOCUG00000016628	UBE2M	ENSOCUT00000016621
ENSOCUG00000015044	DBH	ENSOCUT00000015044
ENSOCUG00000014563	PRKCI	ENSOCUT00000014566
ENSOCUG00000000343	SAMD4B	ENSOCUT00000000343
ENSOCUG00000017745	POLE	ENSOCUT00000017756
ENSOCUG00000005728	GPRIN2	ENSOCUT00000005723
ENSOCUG00000003216	PRDM13	ENSOCUT00000003213
ENSOCUG00000004604	EME1	ENSOCUT00000004604
ENSOCUG00000008121	RASL11A	ENSOCUT00000008120
ENSOCUG00000027418	NAN	ENSOCUT00000032022
ENSOCUG00000023334	NAN	ENSOCUT00000031858
ENSOCUG00000004591	ZFC3H1	ENSOCUT00000021175
ENSOCUG00000014708	DPM1	ENSOCUT00000014711
ENSOCUG00000027383	NAN	ENSOCUT00000023166
ENSOCUG00000008287	NAN	ENSOCUT00000008284
ENSOCUG00000003464	TMEM63B	ENSOCUT00000003470
ENSOCUG00000027723	NAN	ENSOCUT00000022079
ENSOCUG00000009718	STOX2	ENSOCUT00000033759,ENSOCUT00000009716
ENSOCUG00000014747	IL13RA2	ENSOCUT00000014743
ENSOCUG00000003082	P2RX3	ENSOCUT00000003082
ENSOCUG00000009032	CA14	ENSOCUT00000009030
ENSOCUG00000011183	OR2Z1	ENSOCUT00000011180
ENSOCUG00000006449	AP3B2	ENSOCUT00000006454
ENSOCUG00000027122	NAN	ENSOCUT00000028236
ENSOCUG00000029465	NKAIN2	ENSOCUT00000033568
ENSOCUG00000006719	LPCAT2	ENSOCUT00000006720
ENSOCUG00000004961	CELF2	ENSOCUT00000033981,ENSOCUT00000004963
ENSOCUG00000008978	C5orf47	ENSOCUT00000008975
ENSOCUG00000008767	DHX32	ENSOCUT00000033418,ENSOCUT00000008765
ENSOCUG00000021102	SNURF	ENSOCUT00000021791
ENSOCUG00000005516	ARPC2	ENSOCUT00000005516
ENSOCUG00000013635	RA_m002_jsmFBA6Br	ENSOCUT00000013642
ENSOCUG00000010867	SNIP1	ENSOCUT00000029243
ENSOCUG00000000370	ADAMTS8	ENSOCUT00000000368
ENSOCUG00000001377	NAN	ENSOCUT00000001376
ENSOCUG00000025061	NAN	ENSOCUT00000000207
ENSOCUG00000000619	SAMD9L	ENSOCUT00000000618
ENSOCUG00000024428	ORYCUNV1R1619	ENSOCUT00000027928
ENSOCUG00000005291	KIAA1468	ENSOCUT00000005300
ENSOCUG00000028987	ZNF621	ENSOCUT00000032990
ENSOCUG00000009891	SMARCAL1	ENSOCUT00000009897
ENSOCUG00000021393	NAN	ENSOCUT00000021341
ENSOCUG00000001019	DMRTA2	ENSOCUT00000001019
ENSOCUG00000007049	C6orf89	ENSOCUT00000007047
ENSOCUG00000000631	TAGAP	ENSOCUT00000000631
ENSOCUG00000017803	NAN	ENSOCUT00000017802
ENSOCUG00000024123	NAN	ENSOCUT00000024268
ENSOCUG00000008824	LRGUK	ENSOCUT00000026294
ENSOCUG00000023351	NAN	ENSOCUT00000001610
ENSOCUG00000016791	CLEC1A	ENSOCUT00000016787
ENSOCUG00000025388	NAN	ENSOCUT00000024182
ENSOCUG00000002053	DNAJB11	ENSOCUT00000002052
ENSOCUG00000007632	PGA5	ENSOCUT00000007632
ENSOCUG00000002803	C1orf52	ENSOCUT00000002800
ENSOCUG00000029349	NAN	ENSOCUT00000033601
ENSOCUG00000009919	SIRT1	ENSOCUT00000023575
ENSOCUG00000021718	NAN	ENSOCUT00000030099
ENSOCUG00000017827	KLRG1	ENSOCUT00000017826
ENSOCUG00000006642	XRCC5	ENSOCUT00000006644
ENSOCUG00000017048	UCN	ENSOCUT00000017042
ENSOCUG00000016640	TET3	ENSOCUT00000016641,ENSOCUT00000030004
ENSOCUG00000029682	NAN	ENSOCUT00000007008
ENSOCUG00000004308	NAN	ENSOCUT00000004303
ENSOCUG00000010462	PPP1R13B	ENSOCUT00000010464
ENSOCUG00000022757	NAN	ENSOCUT00000009049
ENSOCUG00000001448	DCUN1D2	ENSOCUT00000028014
ENSOCUG00000003957	NAN	ENSOCUT00000003955
ENSOCUG00000006526	MPO	ENSOCUT00000006526
ENSOCUG00000026061	NAN	ENSOCUT00000027066
ENSOCUG00000014424	HFE	ENSOCUT00000014427
ENSOCUG00000011848	PSMB6	ENSOCUT00000011845
ENSOCUG00000017517	TMEM68	ENSOCUT00000017515
ENSOCUG00000000987	PNISR	ENSOCUT00000000987
ENSOCUG00000000399	NAN	ENSOCUT00000000398
ENSOCUG00000028138	NAN	ENSOCUT00000030404
ENSOCUG00000004891	PDX1	ENSOCUT00000004889
ENSOCUG00000026776	TMA7	ENSOCUT00000008013
ENSOCUG00000014647	USP15	ENSOCUT00000033245,ENSOCUT00000014654
ENSOCUG00000003787	LAMTOR4	ENSOCUT00000003787
ENSOCUG00000025024	NAN	ENSOCUT00000031619
ENSOCUG00000005755	MIB1	ENSOCUT00000005762
ENSOCUG00000013774	CDH8	ENSOCUT00000013778
ENSOCUG00000010650	KTN1	ENSOCUT00000010661
ENSOCUG00000011818	NAN	ENSOCUT00000011817
ENSOCUG00000025814	NAN	ENSOCUT00000022443
ENSOCUG00000021782	NAN	ENSOCUT00000030203
ENSOCUG00000003944	NAN	ENSOCUT00000003946
ENSOCUG00000017725	TMEFF2	ENSOCUT00000034147,ENSOCUT00000017723
ENSOCUG00000013147	MECP2	ENSOCUT00000013141
ENSOCUG00000002629	PHF8	ENSOCUT00000002637
ENSOCUG00000015094	ZNF280D	ENSOCUT00000015100
ENSOCUG00000006209	HFE2	ENSOCUT00000006205
ENSOCUG00000001256	NAN	ENSOCUT00000001256
ENSOCUG00000017512	ZNF322	ENSOCUT00000017511
ENSOCUG00000022219	BEST3	ENSOCUT00000028258
ENSOCUG00000002189	KCNIP4	ENSOCUT00000002189
ENSOCUG00000002039	ABCC11	ENSOCUT00000002043
ENSOCUG00000009122	RAI14	ENSOCUT00000009132
ENSOCUG00000022870	NTN3	ENSOCUT00000023367
ENSOCUG00000029246	SEPP1	ENSOCUT00000033335
ENSOCUG00000006305	LIG3	ENSOCUT00000006309
ENSOCUG00000011975	NAN	ENSOCUT00000011973
ENSOCUG00000023332	NAN	ENSOCUT00000025683
ENSOCUG00000021933	CYP2R1	ENSOCUT00000031365,ENSOCUT00000033673
ENSOCUG00000029445	ZNF345	ENSOCUT00000033618
ENSOCUG00000007888	GABRQ	ENSOCUT00000007885
ENSOCUG00000013305	DNAH8	ENSOCUT00000013350
ENSOCUG00000021756	NPM2	ENSOCUT00000025238
ENSOCUG00000024539	PWWP2B	ENSOCUT00000024840
ENSOCUG00000023973	C19orf44	ENSOCUT00000030223
ENSOCUG00000021522	NAN	ENSOCUT00000031452
ENSOCUG00000006369	IL9	ENSOCUT00000006368
ENSOCUG00000027434	RRP7A	ENSOCUT00000028157,ENSOCUT00000034099
ENSOCUG00000026989	NAN	ENSOCUT00000021549
ENSOCUG00000015254	SEZ6	ENSOCUT00000015261
ENSOCUG00000021680	NAN	ENSOCUT00000033936,ENSOCUT00000031156
ENSOCUG00000006989	RAG1	ENSOCUT00000006985
ENSOCUG00000015956	LRMP	ENSOCUT00000015967
ENSOCUG00000023173	LIPT1	ENSOCUT00000027363
ENSOCUG00000009168	CECR5	ENSOCUT00000009168
ENSOCUG00000017075	ORYCUNV1R1598	ENSOCUT00000017073
ENSOCUG00000009227	NAN	ENSOCUT00000009226
ENSOCUG00000009456	TRUB1	ENSOCUT00000009456
ENSOCUG00000000487	OGFOD2	ENSOCUT00000000485
ENSOCUG00000022907	RORC	ENSOCUT00000025379
ENSOCUG00000008590	C17orf53	ENSOCUT00000008591
ENSOCUG00000004939	ATP2B2	ENSOCUT00000004944
ENSOCUG00000002390	ZCCHC11	ENSOCUT00000034025,ENSOCUT00000002399
ENSOCUG00000027075	NAN	ENSOCUT00000021250
ENSOCUG00000015517	NAN	ENSOCUT00000015519
ENSOCUG00000023030	NAN	ENSOCUT00000026569
ENSOCUG00000026315	NAN	ENSOCUT00000027710
ENSOCUG00000013896	POU6F2	ENSOCUT00000013897
ENSOCUG00000002322	TRIP4	ENSOCUT00000002321
ENSOCUG00000003531	B4GALNT2	ENSOCUT00000003531
ENSOCUG00000010730	TM2D3	ENSOCUT00000010732
ENSOCUG00000006885	SLC30A2	ENSOCUT00000029367,ENSOCUT00000006882
ENSOCUG00000028196	NAN	ENSOCUT00000023125
ENSOCUG00000029045	NAN	ENSOCUT00000033033
ENSOCUG00000015904	TKT	ENSOCUT00000015909
ENSOCUG00000015286	MED14	ENSOCUT00000031513
ENSOCUG00000025353	NAN	ENSOCUT00000025085
ENSOCUG00000003359	ORC6	ENSOCUT00000003360
ENSOCUG00000026182	OLR96	ENSOCUT00000031914
ENSOCUG00000004711	CLASRP	ENSOCUT00000004706,ENSOCUT00000004718
ENSOCUG00000007078	POLR2H	ENSOCUT00000007077
ENSOCUG00000024977	ACSBG1	ENSOCUT00000021008,ENSOCUT00000023353
ENSOCUG00000010389	MPDU1	ENSOCUT00000010387
ENSOCUG00000023372	NAN	ENSOCUT00000025211
ENSOCUG00000027065	NAN	ENSOCUT00000031088
ENSOCUG00000024156	NAN	ENSOCUT00000023422
ENSOCUG00000013797	NTN5	ENSOCUT00000029873
ENSOCUG00000010398	NAN	ENSOCUT00000010396
ENSOCUG00000016194	NAN	ENSOCUT00000016191
ENSOCUG00000027554	BPIFB2	ENSOCUT00000021745
ENSOCUG00000024508	NAN	ENSOCUT00000028114
ENSOCUG00000008953	SYNPO2	ENSOCUT00000008954
ENSOCUG00000013770	NANOS1	ENSOCUT00000013765
ENSOCUG00000017015	ZFAT	ENSOCUT00000017015
ENSOCUG00000028112	TTBK1	ENSOCUT00000029246
ENSOCUG00000020938	NAN	ENSOCUT00000022130
ENSOCUG00000027933	NAN	ENSOCUT00000014205,ENSOCUT00000022763
ENSOCUG00000024290	NAN	ENSOCUT00000024012
ENSOCUG00000004903	RARA	ENSOCUT00000004902,ENSOCUT00000023717
ENSOCUG00000009468	GNG3	ENSOCUT00000009465
ENSOCUG00000010108	RIC1	ENSOCUT00000023528
ENSOCUG00000016994	TXNDC11	ENSOCUT00000016995
ENSOCUG00000007368	FOXA2	ENSOCUT00000007362
ENSOCUG00000002444	NAN	ENSOCUT00000002441
ENSOCUG00000029184	NAN	ENSOCUT00000033494
ENSOCUG00000007379	KANSL2	ENSOCUT00000007380
ENSOCUG00000008990	RLTPR	ENSOCUT00000009002
ENSOCUG00000017352	ESYT1	ENSOCUT00000017356
ENSOCUG00000025464	NAN	ENSOCUT00000025117
ENSOCUG00000012661	PTPRU	ENSOCUT00000012674,ENSOCUT00000025105
ENSOCUG00000015329	MMP7	ENSOCUT00000015324
ENSOCUG00000003763	PTPN22	ENSOCUT00000003770
ENSOCUG00000022567	NAN	ENSOCUT00000010628
ENSOCUG00000006288	NINL	ENSOCUT00000006297
ENSOCUG00000000717	TOP2B	ENSOCUT00000000720
ENSOCUG00000017563	AKAP1	ENSOCUT00000033899,ENSOCUT00000017566
ENSOCUG00000002992	WDR38	ENSOCUT00000002992
ENSOCUG00000013454	PRDM5	ENSOCUT00000013457
ENSOCUG00000011382	NAN	ENSOCUT00000011383
ENSOCUG00000016020	GTF2E2	ENSOCUT00000016016
ENSOCUG00000007932	ZNF655	ENSOCUT00000007930
ENSOCUG00000021458	NAN	ENSOCUT00000028116
ENSOCUG00000024150	SYN1	ENSOCUT00000023324
ENSOCUG00000026280	PVR	ENSOCUT00000021933,ENSOCUT00000024577
ENSOCUG00000001225	METTL24	ENSOCUT00000001225
ENSOCUG00000011485	OR11A1	ENSOCUT00000011486
ENSOCUG00000023442	ZNRF1	ENSOCUT00000022958
ENSOCUG00000004247	SGCZ	ENSOCUT00000004246
ENSOCUG00000015406	NAN	ENSOCUT00000015402
ENSOCUG00000002513	OR4L1	ENSOCUT00000002509
ENSOCUG00000008989	C12orf54	ENSOCUT00000008989
ENSOCUG00000008445	CLRN3	ENSOCUT00000008441
ENSOCUG00000022616	NAN	ENSOCUT00000023756
ENSOCUG00000011064	CLSTN1	ENSOCUT00000028311,ENSOCUT00000023444
ENSOCUG00000005633	TTF1	ENSOCUT00000005634
ENSOCUG00000021696	POR	ENSOCUT00000024350
ENSOCUG00000025610	NAN	ENSOCUT00000031566
ENSOCUG00000027829	NAN	ENSOCUT00000022167
ENSOCUG00000022708	NAN	ENSOCUT00000023989
ENSOCUG00000008585	ANGEL2	ENSOCUT00000008581
ENSOCUG00000003342	NAN	ENSOCUT00000003341
ENSOCUG00000021734	SPDYA	ENSOCUT00000025414
ENSOCUG00000023554	R3HCC1	ENSOCUT00000027374
ENSOCUG00000002990	NAN	ENSOCUT00000002987
ENSOCUG00000010802	SEPHS2	ENSOCUT00000010802
ENSOCUG00000012921	HSF1	ENSOCUT00000012919
ENSOCUG00000008213	AXDND1	ENSOCUT00000008215
ENSOCUG00000015500	SEPT2	ENSOCUT00000031085
ENSOCUG00000022470	DRG1	ENSOCUT00000031147
ENSOCUG00000025724	NAN	ENSOCUT00000000295
ENSOCUG00000023701	NAN	ENSOCUT00000030805
ENSOCUG00000006113	PLEK	ENSOCUT00000006112
ENSOCUG00000009730	BRCC3	ENSOCUT00000022836
ENSOCUG00000002958	ADCY4	ENSOCUT00000002963
ENSOCUG00000010116	NAN	ENSOCUT00000010114
ENSOCUG00000017513	GATAD2A	ENSOCUT00000017516
ENSOCUG00000005217	TSPAN1	ENSOCUT00000005213
ENSOCUG00000006803	ENTPD5	ENSOCUT00000006802
ENSOCUG00000016914	SPRED3	ENSOCUT00000026626
ENSOCUG00000025341	ADSSL1	ENSOCUT00000021394
ENSOCUG00000011872	NAN	ENSOCUT00000011873,ENSOCUT00000022818
ENSOCUG00000028081	NAN	ENSOCUT00000028808
ENSOCUG00000006625	ACADL	ENSOCUT00000006626
ENSOCUG00000003591	CAPZA2	ENSOCUT00000003590
ENSOCUG00000002090	RASSF2	ENSOCUT00000031848
ENSOCUG00000016715	RBM44	ENSOCUT00000016714
ENSOCUG00000006461	GALK2	ENSOCUT00000006459
ENSOCUG00000013497	ULK4	ENSOCUT00000013498
ENSOCUG00000007014	SH3D19	ENSOCUT00000007016
ENSOCUG00000015979	DPY19L1	ENSOCUT00000015973
ENSOCUG00000001431	NAN	ENSOCUT00000001428
ENSOCUG00000001817	MED23	ENSOCUT00000001817
ENSOCUG00000005689	MAP3K12	ENSOCUT00000005693
ENSOCUG00000003362	LVRN	ENSOCUT00000003365
ENSOCUG00000026389	RASSF10	ENSOCUT00000027712
ENSOCUG00000017082	IGSF11	ENSOCUT00000017083
ENSOCUG00000012252	DPP6	ENSOCUT00000012259
ENSOCUG00000012395	KLHL35	ENSOCUT00000012394
ENSOCUG00000004207	MRPS30	ENSOCUT00000004204
ENSOCUG00000006411	GPATCH3	ENSOCUT00000028472
ENSOCUG00000021230	RNFT1	ENSOCUT00000026941
ENSOCUG00000021154	EIF5B	ENSOCUT00000028121,ENSOCUT00000033144
ENSOCUG00000023087	NAN	ENSOCUT00000022986
ENSOCUG00000007249	VIT	ENSOCUT00000007252
ENSOCUG00000013866	SELT	ENSOCUT00000013865
ENSOCUG00000025881	NAN	ENSOCUT00000026706
ENSOCUG00000013787	OGDHL	ENSOCUT00000013794
ENSOCUG00000009570	TTC28	ENSOCUT00000009575,ENSOCUT00000009589
ENSOCUG00000011676	NR3C1	ENSOCUT00000011676
ENSOCUG00000002553	EMILIN2	ENSOCUT00000002555
ENSOCUG00000029362	ZNF148	ENSOCUT00000033546
ENSOCUG00000008689	NAN	ENSOCUT00000008686
ENSOCUG00000015009	OVCH2	ENSOCUT00000015013
ENSOCUG00000010126	ST3GAL5	ENSOCUT00000033993,ENSOCUT00000010127
ENSOCUG00000002737	SEMA4G	ENSOCUT00000002737
ENSOCUG00000015680	PPHLN1	ENSOCUT00000034159,ENSOCUT00000015679
ENSOCUG00000023897	NAN	ENSOCUT00000031822
ENSOCUG00000008591	KIAA1324	ENSOCUT00000008603
ENSOCUG00000023264	NAN	ENSOCUT00000025489
ENSOCUG00000014477	ELK4	ENSOCUT00000014474
ENSOCUG00000024543	NAN	ENSOCUT00000021217
ENSOCUG00000003433	CSF2	ENSOCUT00000033265,ENSOCUT00000003431
ENSOCUG00000012434	CCDC18	ENSOCUT00000012441
ENSOCUG00000026263	NAN	ENSOCUT00000025651
ENSOCUG00000002583	LSM2	ENSOCUT00000002582
ENSOCUG00000011583	MCMDC2	ENSOCUT00000022595
ENSOCUG00000017786	TBATA	ENSOCUT00000017785
ENSOCUG00000023749	FTSJ2	ENSOCUT00000023768
ENSOCUG00000005590	CBLB	ENSOCUT00000005591
ENSOCUG00000014822	FAF2	ENSOCUT00000014820
ENSOCUG00000009173	RBM34	ENSOCUT00000009174
ENSOCUG00000017583	NUP98	ENSOCUT00000017595
ENSOCUG00000008867	FASTKD5	ENSOCUT00000008865
ENSOCUG00000021896	NAN	ENSOCUT00000025691
ENSOCUG00000029226	ZFP2	ENSOCUT00000033723
ENSOCUG00000010391	SLC25A14	ENSOCUT00000010390
ENSOCUG00000005741	MARCH6	ENSOCUT00000033840,ENSOCUT00000005747
ENSOCUG00000004610	PSMD13	ENSOCUT00000033352,ENSOCUT00000004610
ENSOCUG00000007138	EXOSC2	ENSOCUT00000007134
ENSOCUG00000001967	NAN	ENSOCUT00000001964
ENSOCUG00000008496	GHR	ENSOCUT00000008495
ENSOCUG00000014366	UGCG	ENSOCUT00000014364
ENSOCUG00000014695	P2RX6	ENSOCUT00000014696
ENSOCUG00000029687	NAN	ENSOCUT00000033768
ENSOCUG00000007130	SLC25A25	ENSOCUT00000027140
ENSOCUG00000021963	NAN	ENSOCUT00000023050
ENSOCUG00000001418	PSMD14	ENSOCUT00000001418
ENSOCUG00000009755	JARID2	ENSOCUT00000009759
ENSOCUG00000010651	TEX101	ENSOCUT00000010651
ENSOCUG00000012364	KLHDC4	ENSOCUT00000012360
ENSOCUG00000015345	SP4	ENSOCUT00000015347
ENSOCUG00000002960	NAN	ENSOCUT00000002961
ENSOCUG00000006135	NAN	ENSOCUT00000006135
ENSOCUG00000024965	GAST	ENSOCUT00000026339
ENSOCUG00000015528	C16orf72	ENSOCUT00000015523
ENSOCUG00000003824	NAN	ENSOCUT00000003823
ENSOCUG00000010371	FRZB	ENSOCUT00000010372
ENSOCUG00000015846	PROC	ENSOCUT00000015843
ENSOCUG00000016879	ACBD5	ENSOCUT00000016883
ENSOCUG00000029062	CDR2	ENSOCUT00000033085
ENSOCUG00000026936	DLK1	ENSOCUT00000025792
ENSOCUG00000026249	C16orf91	ENSOCUT00000031646
ENSOCUG00000006248	NAN	ENSOCUT00000006246
ENSOCUG00000021470	TOMM20	ENSOCUT00000029134
ENSOCUG00000017292	KDM6B	ENSOCUT00000028568
ENSOCUG00000008662	KHK	ENSOCUT00000022434,ENSOCUT00000008660
ENSOCUG00000024318	VDAC3	ENSOCUT00000031278
ENSOCUG00000009787	DYNLT3	ENSOCUT00000009787
ENSOCUG00000022849	NAN	ENSOCUT00000033502,ENSOCUT00000021143
ENSOCUG00000000689	MRPS12	ENSOCUT00000029795,ENSOCUT00000000689
ENSOCUG00000027583	NAN	ENSOCUT00000017288
ENSOCUG00000010538	PAK1	ENSOCUT00000023094
ENSOCUG00000022924	NAN	ENSOCUT00000012667
ENSOCUG00000005304	NAN	ENSOCUT00000005303
ENSOCUG00000023502	NAN	ENSOCUT00000025990
ENSOCUG00000009933	GCSAM	ENSOCUT00000009931
ENSOCUG00000005322	ADGRG7	ENSOCUT00000005323
ENSOCUG00000003198	MIPOL1	ENSOCUT00000003201
ENSOCUG00000025043	NAN	ENSOCUT00000027347
ENSOCUG00000026082	NAN	ENSOCUT00000021158
ENSOCUG00000012383	MEIOC	ENSOCUT00000012375
ENSOCUG00000005014	RFC4	ENSOCUT00000005012
ENSOCUG00000016015	RASAL1	ENSOCUT00000016017
ENSOCUG00000006723	EPHA4	ENSOCUT00000006726
ENSOCUG00000029159	NAN	ENSOCUT00000033565
ENSOCUG00000013680	PHF1	ENSOCUT00000024776,ENSOCUT00000013683
ENSOCUG00000003348	ATP5S	ENSOCUT00000003349
ENSOCUG00000013998	SLC25A38	ENSOCUT00000013997
ENSOCUG00000015244	NAN	ENSOCUT00000029974
ENSOCUG00000005666	DHRS9	ENSOCUT00000005663
ENSOCUG00000003786	NAN	ENSOCUT00000003785
ENSOCUG00000016121	FERD3L	ENSOCUT00000016115
ENSOCUG00000023756	NAN	ENSOCUT00000031020
ENSOCUG00000008130	TMEM59	ENSOCUT00000008131
ENSOCUG00000011823	HILPDA	ENSOCUT00000011821
ENSOCUG00000025137	NAN	ENSOCUT00000029901
ENSOCUG00000023512	NAN	ENSOCUT00000027820
ENSOCUG00000005662	RRP12	ENSOCUT00000005669
ENSOCUG00000004142	MYH9	ENSOCUT00000004152
ENSOCUG00000016997	UBE4B	ENSOCUT00000017009
ENSOCUG00000004354	NAN	ENSOCUT00000004355
ENSOCUG00000027321	PSTPIP1	ENSOCUT00000021864
ENSOCUG00000006404	SLC6A7	ENSOCUT00000006406
ENSOCUG00000007690	ZC3H12D	ENSOCUT00000007689
ENSOCUG00000017753	MYCT1	ENSOCUT00000024654
ENSOCUG00000020955	GCAT	ENSOCUT00000029498
ENSOCUG00000027868	NAN	ENSOCUT00000022370
ENSOCUG00000015811	PIP5K1B	ENSOCUT00000022618
ENSOCUG00000014817	PGPEP1L	ENSOCUT00000014813
ENSOCUG00000016813	OLR1	ENSOCUT00000030686,ENSOCUT00000016812
ENSOCUG00000025565	NAN	ENSOCUT00000028577
ENSOCUG00000022383	OSR2	ENSOCUT00000023890
ENSOCUG00000021091	SLC5A2	ENSOCUT00000031674
ENSOCUG00000028176	NAN	ENSOCUT00000025529
ENSOCUG00000005379	ANXA6	ENSOCUT00000005386
ENSOCUG00000021940	NAN	ENSOCUT00000028412
ENSOCUG00000017508	ZNF622	ENSOCUT00000017508
ENSOCUG00000011443	DDR2	ENSOCUT00000011449
ENSOCUG00000001651	LNPEP	ENSOCUT00000001651
ENSOCUG00000007590	SUCO	ENSOCUT00000007593
ENSOCUG00000015314	RSPH1	ENSOCUT00000031319
ENSOCUG00000013858	MRPL18	ENSOCUT00000013852
ENSOCUG00000003516	GYG1	ENSOCUT00000032109
ENSOCUG00000025779	CCR6	ENSOCUT00000026378
ENSOCUG00000012457	GOLGB1	ENSOCUT00000012461
ENSOCUG00000009947	LRCH1	ENSOCUT00000028424
ENSOCUG00000023581	NAN	ENSOCUT00000025239
ENSOCUG00000022885	NAN	ENSOCUT00000029374
ENSOCUG00000026771	NAN	ENSOCUT00000021046
ENSOCUG00000027949	PGAP3	ENSOCUT00000025088
ENSOCUG00000025112	NAN	ENSOCUT00000021419
ENSOCUG00000015608	NAN	ENSOCUT00000015599
ENSOCUG00000017772	HS3ST4	ENSOCUT00000017771
ENSOCUG00000027181	NAN	ENSOCUT00000030158
ENSOCUG00000000648	NAN	ENSOCUT00000000648
ENSOCUG00000022093	ACAN	ENSOCUT00000026741
ENSOCUG00000026997	NAN	ENSOCUT00000027884
