human,rhesus,rat,mouse
ENSG00000039319,ENSMMUG00000023177,ENSRNOG00000013055,ENSMUSG00000021706
ENSG00000124074,ENSMMUG00000009808,ENSRNOG00000024364,ENSMUSG00000013155
ENSG00000146386,ENSMMUG00000022821,ENSRNOG00000051450,ENSMUSG00000078453
ENSG00000137872,ENSMMUG00000012144,ENSRNOG00000004812,ENSMUSG00000027200
ENSG00000164068,ENSMMUG00000014564,ENSRNOG00000033378,ENSMUSG00000041528
ENSG00000108055,ENSMMUG00000007982,ENSRNOG00000014173,ENSMUSG00000024974
ENSG00000092841,ENSMMUG00000031838,ENSRNOG00000054140,ENSMUSG00000090841
ENSG00000133740,ENSMMUG00000006380,ENSRNOG00000010760,ENSMUSG00000027552
ENSG00000168005,ENSMMUG00000018152,ENSRNOG00000025061,ENSMUSG00000024970
ENSG00000151532,ENSMMUG00000001161,ENSRNOG00000042786,ENSMUSG00000024983
ENSG00000176058,ENSMMUG00000001677,ENSRNOG00000010896,ENSMUSG00000048707
ENSG00000145388,ENSMMUG00000007292,ENSRNOG00000015250,ENSMUSG00000028114
ENSG00000171566,ENSMMUG00000021301,ENSRNOG00000006655,ENSMUSG00000027998
ENSG00000091656,ENSMMUG00000019414,ENSRNOG00000008765,ENSMUSG00000025255
ENSG00000172403,ENSMMUG00000008702,ENSRNOG00000014867,ENSMUSG00000050315
ENSG00000020633,ENSMMUG00000002420,ENSRNOG00000054217,ENSMUSG00000070691
ENSG00000132153,ENSMMUG00000003820,ENSRNOG00000029194,ENSMUSG00000032480
ENSG00000055044,ENSMMUG00000000582,ENSRNOG00000016486,ENSMUSG00000026020
ENSG00000047056,ENSMMUG00000017119,ENSRNOG00000016834,ENSMUSG00000021147
ENSG00000153879,ENSMMUG00000006127,ENSRNOG00000021144,ENSMUSG00000056216
ENSG00000157916,ENSMMUG00000012346,ENSRNOG00000014270,ENSMUSG00000029048
ENSG00000196586,ENSMMUG00000005032,ENSRNOG00000011852,ENSMUSG00000033577
ENSG00000166821,ENSMMUG00000017747,ENSRNOG00000015003,ENSMUSG00000030545
ENSG00000110811,ENSMMUG00000005189,ENSRNOG00000016071,ENSMUSG00000023191
ENSG00000141030,ENSMMUG00000021091,ENSRNOG00000053943,ENSMUSG00000019373
ENSG00000112561,ENSMMUG00000004690,ENSRNOG00000014666,ENSMUSG00000023990
ENSG00000076201,ENSMMUG00000014045,ENSRNOG00000020862,ENSMUSG00000036057
ENSG00000100116,ENSMMUG00000015258,ENSRNOG00000055408,ENSMUSG00000006378
ENSG00000141219,ENSMMUG00000001269,ENSRNOG00000024780,ENSMUSG00000041623
ENSG00000090863,ENSMMUG00000000226,ENSRNOG00000018668,ENSMUSG00000003316
ENSG00000186575,ENSMMUG00000010311,ENSRNOG00000007948,ENSMUSG00000009073
ENSG00000161179,ENSMMUG00000018996,ENSRNOG00000001861,ENSMUSG00000041774
ENSG00000087253,ENSMMUG00000004478,ENSRNOG00000016643,ENSMUSG00000033192
ENSG00000068305,ENSMMUG00000018122,ENSRNOG00000047756,ENSMUSG00000030557
ENSG00000169418,ENSMMUG00000008153,ENSRNOG00000014684,ENSMUSG00000027931
ENSG00000163312,ENSMMUG00000015350,ENSRNOG00000002181,ENSMUSG00000035266
ENSG00000155275,ENSMMUG00000006235,ENSRNOG00000008898,ENSMUSG00000029097
ENSG00000137992,ENSMMUG00000007706,ENSRNOG00000015029,ENSMUSG00000000340
ENSG00000118960,ENSMMUG00000022996,ENSRNOG00000006062,ENSMUSG00000020605
ENSG00000129158,ENSMMUG00000006405,ENSRNOG00000011488,ENSMUSG00000030839
ENSG00000243927,ENSMMUG00000023156,ENSRNOG00000059381,ENSMUSG00000039680
ENSG00000178096,ENSMMUG00000007258,ENSRNOG00000021185,ENSMUSG00000015943
ENSG00000162775,ENSMMUG00000015020,ENSRNOG00000047499,ENSMUSG00000048109
ENSG00000071243,ENSMMUG00000002434,ENSRNOG00000005496,ENSMUSG00000029670
ENSG00000150760,ENSMMUG00000018547,ENSRNOG00000018683,ENSMUSG00000058325
ENSG00000166896,ENSMMUG00000019218,ENSRNOG00000045629,ENSMUSG00000025436
ENSG00000170439,ENSMMUG00000013225,ENSRNOG00000007927,ENSMUSG00000025347
ENSG00000122687,ENSMMUG00000017020,ENSRNOG00000043267,ENSMUSG00000029557
ENSG00000075568,ENSMMUG00000011428,ENSRNOG00000017265,ENSMUSG00000026116
ENSG00000165644,ENSMMUG00000008694,ENSRNOG00000013968,ENSMUSG00000021773
ENSG00000105464,ENSMMUG00000005983,ENSRNOG00000021063,ENSMUSG00000002771
ENSG00000092096,ENSMMUG00000014748,ENSRNOG00000016414,ENSMUSG00000022199
ENSG00000049239,ENSMMUG00000016711,ENSRNOG00000017523,ENSMUSG00000028980
ENSG00000100302,ENSMMUG00000023429,ENSRNOG00000014761,ENSMUSG00000034472
ENSG00000149346,ENSMMUG00000018114,ENSRNOG00000007430,ENSMUSG00000027281
ENSG00000118971,ENSMMUG00000008546,ENSRNOG00000057710,ENSMUSG00000000184
ENSG00000131747,ENSMMUG00000008941,ENSRNOG00000053047,ENSMUSG00000020914
ENSG00000162552,ENSMMUG00000006915,ENSRNOG00000013166,ENSMUSG00000036856
ENSG00000114126,ENSMMUG00000011134,ENSRNOG00000011241,ENSMUSG00000032411
ENSG00000106125,ENSMMUG00000011761,ENSRNOG00000011530,ENSMUSG00000038022
ENSG00000064102,ENSMMUG00000006466,ENSRNOG00000001808,ENSMUSG00000040250
ENSG00000134575,ENSMMUG00000015597,ENSRNOG00000013594,ENSMUSG00000002103
ENSG00000076321,ENSMMUG00000016792,ENSRNOG00000002875,ENSMUSG00000026705
ENSG00000136631,ENSMMUG00000013673,ENSRNOG00000021173,ENSMUSG00000015747
ENSG00000101003,ENSMMUG00000002397,ENSRNOG00000008091,ENSMUSG00000027454
ENSG00000111361,ENSMMUG00000013181,ENSRNOG00000001039,ENSMUSG00000029388
ENSG00000149257,ENSMMUG00000007675,ENSRNOG00000016831,ENSMUSG00000070436
ENSG00000198873,ENSMMUG00000004596,ENSRNOG00000011439,ENSMUSG00000003228
ENSG00000099385,ENSMMUG00000003225,ENSRNOG00000018916,ENSMUSG00000030814
ENSG00000188554,ENSMMUG00000010433,ENSRNOG00000020730,ENSMUSG00000017119
ENSG00000104221,ENSMMUG00000003212,ENSRNOG00000012739,ENSMUSG00000031487
ENSG00000135679,ENSMMUG00000014193,ENSRNOG00000006304,ENSMUSG00000020184
ENSG00000070950,ENSMMUG00000020013,ENSRNOG00000005907,ENSMUSG00000030254
ENSG00000001629,ENSMMUG00000005120,ENSRNOG00000005502,ENSMUSG00000040351
ENSG00000128654,ENSMMUG00000010185,ENSRNOG00000001559,ENSMUSG00000027099
ENSG00000164088,ENSMMUG00000008236,ENSRNOG00000046535,ENSMUSG00000020253
ENSG00000144426,ENSMMUG00000006420,ENSRNOG00000021525,ENSMUSG00000073664
ENSG00000149929,ENSMMUG00000020275,ENSRNOG00000029061,ENSMUSG00000042606
ENSG00000112367,ENSMMUG00000020538,ENSRNOG00000000312,ENSMUSG00000038417
ENSG00000069974,ENSMMUG00000020694,ENSRNOG00000052499,ENSMUSG00000032202
ENSG00000163017,ENSMMUG00000017683,ENSRNOG00000029401,ENSMUSG00000059430
ENSG00000184349,ENSMMUG00000018398,ENSRNOG00000034177,ENSMUSG00000048915
ENSG00000163814,ENSMMUG00000005742,ENSRNOG00000004743,ENSMUSG00000035498
ENSG00000171714,ENSMMUG00000006183,ENSRNOG00000015972,ENSMUSG00000055489
ENSG00000044524,ENSMMUG00000008242,ENSRNOG00000030285,ENSMUSG00000052504
ENSG00000143368,ENSMMUG00000007256,ENSRNOG00000021181,ENSMUSG00000068856
ENSG00000108039,ENSMMUG00000015117,ENSRNOG00000012084,ENSMUSG00000025027
ENSG00000143891,ENSMMUG00000008248,ENSRNOG00000007023,ENSMUSG00000035473
ENSG00000111276,ENSMMUG00000022370,ENSRNOG00000007249,ENSMUSG00000003031
ENSG00000181513,ENSMMUG00000013589,ENSRNOG00000003108,ENSMUSG00000056938
ENSG00000151729,ENSMMUG00000015472,ENSRNOG00000010830,ENSMUSG00000031633
ENSG00000178409,ENSMMUG00000006337,ENSRNOG00000046505,ENSMUSG00000038214
ENSG00000107819,ENSMMUG00000022620,ENSRNOG00000015442,ENSMUSG00000025212
ENSG00000175414,ENSMMUG00000019715,ENSRNOG00000045948,ENSMUSG00000025870
ENSG00000215440,ENSMMUG00000010006,ENSRNOG00000028384,ENSMUSG00000039263
ENSG00000108666,ENSMMUG00000022379,ENSRNOG00000000237,ENSMUSG00000057181
ENSG00000166228,ENSMMUG00000008789,ENSRNOG00000000566,ENSMUSG00000020098
ENSG00000169783,ENSMMUG00000001782,ENSRNOG00000017193,ENSMUSG00000049556
ENSG00000140382,ENSMMUG00000007430,ENSRNOG00000016905,ENSMUSG00000032329
ENSG00000144959,ENSMMUG00000017010,ENSRNOG00000013313,ENSMUSG00000027698
ENSG00000135540,ENSMMUG00000000123,ENSRNOG00000060603,ENSMUSG00000039835
ENSG00000186889,ENSMMUG00000021214,ENSRNOG00000009220,ENSMUSG00000049904
ENSG00000111371,ENSMMUG00000011999,ENSRNOG00000005291,ENSMUSG00000023169
ENSG00000164105,ENSMMUG00000002401,ENSRNOG00000013218,ENSMUSG00000031609
ENSG00000181690,ENSMMUG00000007346,ENSRNOG00000008846,ENSMUSG00000003282
ENSG00000172113,ENSMMUG00000003078,ENSRNOG00000020721,ENSMUSG00000032478
ENSG00000101421,ENSMMUG00000008084,ENSRNOG00000034071,ENSMUSG00000038467
ENSG00000121064,ENSMMUG00000002269,ENSRNOG00000002358,ENSMUSG00000000278
ENSG00000070882,ENSMMUG00000016939,ENSRNOG00000010011,ENSMUSG00000029822
ENSG00000174939,ENSMMUG00000018992,ENSRNOG00000027213,ENSMUSG00000046378
ENSG00000124831,ENSMMUG00000003386,ENSRNOG00000019892,ENSMUSG00000026305
ENSG00000122566,ENSMMUG00000003619,ENSRNOG00000011175,ENSMUSG00000004980
ENSG00000187634,ENSMMUG00000005947,ENSRNOG00000020342,ENSMUSG00000096351
ENSG00000132561,ENSMMUG00000020072,ENSRNOG00000006060,ENSMUSG00000022324
ENSG00000127054,ENSMMUG00000013866,ENSRNOG00000019712,ENSMUSG00000029034
ENSG00000167202,ENSMMUG00000009907,ENSRNOG00000014543,ENSMUSG00000037410
ENSG00000166938,ENSMMUG00000003693,ENSRNOG00000010537,ENSMUSG00000032396
ENSG00000099940,ENSMMUG00000020384,ENSRNOG00000001867,ENSMUSG00000022765
ENSG00000165475,ENSMMUG00000004560,ENSRNOG00000008989,ENSMUSG00000021947
ENSG00000123685,ENSMMUG00000015056,ENSRNOG00000003716,ENSMUSG00000026630
ENSG00000131370,ENSMMUG00000006661,ENSRNOG00000052391,ENSMUSG00000021892
ENSG00000150672,ENSMMUG00000007921,ENSRNOG00000022635,ENSMUSG00000052572
ENSG00000113407,ENSMMUG00000016224,ENSRNOG00000019023,ENSMUSG00000022241
ENSG00000163939,ENSMMUG00000017361,ENSRNOG00000028227,ENSMUSG00000042323
ENSG00000163389,ENSMMUG00000012012,ENSRNOG00000003014,ENSMUSG00000034064
ENSG00000143409,ENSMMUG00000010067,ENSRNOG00000021131,ENSMUSG00000038712
ENSG00000214575,ENSMMUG00000011328,ENSRNOG00000019161,ENSMUSG00000025586
ENSG00000115524,ENSMMUG00000022430,ENSRNOG00000013516,ENSMUSG00000025982
ENSG00000002745,ENSMMUG00000002439,ENSRNOG00000005781,ENSMUSG00000029671
ENSG00000125968,ENSMMUG00000004403,ENSRNOG00000021750,ENSMUSG00000042745
ENSG00000151090,ENSMMUG00000000067,ENSRNOG00000006649,ENSMUSG00000021779
ENSG00000269556,ENSMMUG00000002888,ENSRNOG00000011047,ENSMUSG00000073139
ENSG00000086717,ENSMMUG00000005066,ENSRNOG00000027331,ENSMUSG00000062168
ENSG00000168066,ENSMMUG00000022606,ENSRNOG00000021085,ENSMUSG00000024949
ENSG00000121413,ENSMMUG00000020503,ENSRNOG00000026861,ENSMUSG00000070822
ENSG00000109089,ENSMMUG00000011643,ENSRNOG00000025815,ENSMUSG00000050910
ENSG00000125818,ENSMMUG00000004709,ENSRNOG00000009640,ENSMUSG00000032869
ENSG00000162631,ENSMMUG00000008197,ENSRNOG00000031136,ENSMUSG00000059857
ENSG00000100865,ENSMMUG00000003483,ENSRNOG00000008035,ENSMUSG00000021276
ENSG00000138190,ENSMMUG00000010874,ENSRNOG00000036601,ENSMUSG00000053799
ENSG00000125449,ENSMMUG00000029833,ENSRNOG00000042691,ENSMUSG00000057219
ENSG00000165029,ENSMMUG00000020608,ENSRNOG00000018126,ENSMUSG00000015243
ENSG00000135090,ENSMMUG00000005099,ENSRNOG00000001138,ENSMUSG00000061288
ENSG00000186625,ENSMMUG00000004646,ENSRNOG00000014996,ENSMUSG00000019794
ENSG00000123106,ENSMMUG00000011802,ENSRNOG00000001847,ENSMUSG00000030301
ENSG00000144040,ENSMMUG00000002300,ENSRNOG00000037871,ENSMUSG00000033720
ENSG00000129521,ENSMMUG00000000040,ENSRNOG00000005053,ENSMUSG00000035105
ENSG00000054965,ENSMMUG00000003142,ENSRNOG00000018873,ENSMUSG00000029461
ENSG00000145794,ENSMMUG00000018827,ENSRNOG00000013674,ENSMUSG00000024593
ENSG00000203666,ENSMMUG00000011424,ENSRNOG00000042201,ENSMUSG00000026495
ENSG00000124659,ENSMMUG00000001305,ENSRNOG00000048291,ENSMUSG00000036430
ENSG00000132305,ENSMMUG00000015824,ENSRNOG00000009097,ENSMUSG00000052337
ENSG00000133816,ENSMMUG00000020953,ENSRNOG00000016244,ENSMUSG00000038244
ENSG00000145283,ENSMMUG00000003734,ENSRNOG00000002057,ENSMUSG00000029321
ENSG00000176386,ENSMMUG00000005843,ENSRNOG00000029785,ENSMUSG00000066149
ENSG00000115159,ENSMMUG00000004897,ENSRNOG00000033824,ENSMUSG00000026827
ENSG00000120334,ENSMMUG00000008572,ENSRNOG00000038789,ENSMUSG00000026708
ENSG00000166923,ENSMMUG00000001810,ENSRNOG00000026053,ENSMUSG00000074934
ENSG00000119782,ENSMMUG00000012341,ENSRNOG00000047143,ENSMUSG00000020635
ENSG00000168209,ENSMMUG00000012299,ENSRNOG00000057078,ENSMUSG00000020108
ENSG00000185442,ENSMMUG00000022249,ENSRNOG00000012369,ENSMUSG00000078670
ENSG00000101391,ENSMMUG00000008470,ENSRNOG00000015696,ENSMUSG00000027487
ENSG00000185347,ENSMMUG00000007159,ENSRNOG00000005153,ENSMUSG00000037466
ENSG00000075035,ENSMMUG00000019042,ENSRNOG00000053045,ENSMUSG00000063430
ENSG00000167081,ENSMMUG00000013763,ENSRNOG00000022162,ENSMUSG00000038718
ENSG00000164038,ENSMMUG00000019083,ENSRNOG00000023404,ENSMUSG00000037994
ENSG00000164715,ENSMMUG00000015477,ENSRNOG00000025155,ENSMUSG00000038970
ENSG00000125384,ENSMMUG00000000023,ENSRNOG00000050968,ENSMUSG00000037759
ENSG00000072401,ENSMMUG00000019825,ENSRNOG00000000611,ENSMUSG00000019927
ENSG00000129245,ENSMMUG00000013510,ENSRNOG00000011876,ENSMUSG00000018765
ENSG00000114948,ENSMMUG00000011641,ENSRNOG00000012424,ENSMUSG00000025964
ENSG00000088356,ENSMMUG00000000973,ENSRNOG00000008845,ENSMUSG00000027472
ENSG00000130734,ENSMMUG00000011950,ENSRNOG00000047625,ENSMUSG00000002820
ENSG00000121316,ENSMMUG00000003665,ENSRNOG00000008933,ENSMUSG00000030214
ENSG00000151835,ENSMMUG00000001292,ENSRNOG00000014509,ENSMUSG00000048279
ENSG00000197386,ENSMMUG00000008392,ENSRNOG00000011073,ENSMUSG00000029104
ENSG00000213079,ENSMMUG00000015163,ENSRNOG00000016919,ENSMUSG00000046201
ENSG00000101298,ENSMMUG00000018159,ENSRNOG00000009588,ENSMUSG00000027457
ENSG00000088205,ENSMMUG00000021343,ENSRNOG00000025430,ENSMUSG00000001674
ENSG00000070985,ENSMMUG00000004773,ENSRNOG00000020484,ENSMUSG00000009246
ENSG00000197323,ENSMMUG00000014620,ENSRNOG00000018946,ENSMUSG00000033014
ENSG00000130158,ENSMMUG00000009334,ENSRNOG00000010652,ENSMUSG00000032198
ENSG00000089818,ENSMMUG00000015253,ENSRNOG00000009236,ENSMUSG00000030327
ENSG00000155974,ENSMMUG00000016631,ENSRNOG00000004013,ENSMUSG00000034813
ENSG00000198816,ENSMMUG00000011388,ENSRNOG00000000974,ENSMUSG00000047264
ENSG00000132182,ENSMMUG00000015979,ENSRNOG00000005390,ENSMUSG00000030091
ENSG00000157734,ENSMMUG00000021122,ENSRNOG00000022852,ENSMUSG00000039452
ENSG00000196411,ENSMMUG00000007375,ENSRNOG00000045952,ENSMUSG00000029710
ENSG00000106003,ENSMMUG00000016074,ENSRNOG00000001250,ENSMUSG00000029570
ENSG00000096717,ENSMMUG00000030531,ENSRNOG00000051592,ENSMUSG00000020063
ENSG00000162032,ENSMMUG00000018596,ENSRNOG00000015300,ENSMUSG00000024160
ENSG00000163161,ENSMMUG00000018567,ENSRNOG00000013180,ENSMUSG00000024382
ENSG00000165507,ENSMMUG00000017490,ENSRNOG00000023465,ENSMUSG00000048489
ENSG00000183496,ENSMMUG00000018639,ENSRNOG00000025142,ENSMUSG00000057706
ENSG00000145194,ENSMMUG00000018955,ENSRNOG00000001715,ENSMUSG00000022842
ENSG00000170166,ENSMMUG00000023506,ENSRNOG00000001578,ENSMUSG00000101174
ENSG00000184584,ENSMMUG00000012048,ENSRNOG00000042137,ENSMUSG00000024349
ENSG00000136436,ENSMMUG00000012178,ENSRNOG00000052883,ENSMUSG00000006056
ENSG00000105171,ENSMMUG00000017424,ENSRNOG00000027646,ENSMUSG00000030423
ENSG00000182378,ENSMMUG00000013890,ENSRNOG00000049866,ENSMUSG00000064247
ENSG00000175906,ENSMMUG00000021324,ENSRNOG00000020770,ENSMUSG00000034936
ENSG00000174243,ENSMMUG00000008432,ENSRNOG00000060154,ENSMUSG00000003360
ENSG00000039560,ENSMMUG00000013739,ENSRNOG00000028872,ENSMUSG00000022246
ENSG00000139946,ENSMMUG00000021757,ENSRNOG00000012363,ENSMUSG00000021846
ENSG00000149273,ENSMMUG00000009019,ENSRNOG00000056660,ENSMUSG00000030744
ENSG00000113068,ENSMMUG00000003279,ENSRNOG00000018653,ENSMUSG00000024346
ENSG00000006534,ENSMMUG00000023188,ENSRNOG00000017512,ENSMUSG00000024885
ENSG00000198858,ENSMMUG00000009682,ENSRNOG00000011489,ENSMUSG00000035781
ENSG00000144233,ENSMMUG00000001987,ENSRNOG00000016250,ENSMUSG00000041915
ENSG00000132323,ENSMMUG00000018908,ENSRNOG00000020115,ENSMUSG00000026309
ENSG00000127152,ENSMMUG00000003261,ENSRNOG00000005776,ENSMUSG00000048251
ENSG00000168538,ENSMMUG00000023651,ENSRNOG00000022482,ENSMUSG00000038102
ENSG00000144583,ENSMMUG00000020824,ENSRNOG00000016472,ENSMUSG00000039372
ENSG00000184254,ENSMMUG00000006659,ENSRNOG00000052070,ENSMUSG00000015134
ENSG00000138669,ENSMMUG00000019859,ENSRNOG00000002361,ENSMUSG00000029334
ENSG00000022267,ENSMMUG00000007922,ENSRNOG00000000875,ENSMUSG00000023092
ENSG00000106538,ENSMMUG00000005232,ENSRNOG00000024705,ENSMUSG00000009281
ENSG00000080839,ENSMMUG00000014376,ENSRNOG00000006921,ENSMUSG00000027641
ENSG00000115935,ENSMMUG00000009593,ENSRNOG00000018406,ENSMUSG00000075284
ENSG00000166797,ENSMMUG00000014004,ENSRNOG00000017119,ENSMUSG00000032381
ENSG00000180900,ENSMMUG00000013552,ENSRNOG00000032574,ENSMUSG00000022568
ENSG00000183605,ENSMMUG00000008291,ENSRNOG00000036572,ENSMUSG00000063698
ENSG00000185808,ENSMMUG00000016211,ENSRNOG00000039850,ENSMUSG00000022940
ENSG00000133943,ENSMMUG00000008964,ENSRNOG00000004442,ENSMUSG00000021185
ENSG00000110042,ENSMMUG00000010277,ENSRNOG00000021086,ENSMUSG00000039982
ENSG00000198876,ENSMMUG00000017458,ENSRNOG00000050790,ENSMUSG00000028436
ENSG00000175054,ENSMMUG00000007927,ENSRNOG00000010027,ENSMUSG00000032409
ENSG00000171992,ENSMMUG00000020678,ENSRNOG00000019181,ENSMUSG00000043079
ENSG00000154928,ENSMMUG00000021334,ENSRNOG00000007865,ENSMUSG00000032537
ENSG00000145741,ENSMMUG00000022291,ENSRNOG00000016912,ENSMUSG00000021660
ENSG00000116791,ENSMMUG00000014593,ENSRNOG00000028319,ENSMUSG00000028199
ENSG00000106351,ENSMMUG00000015626,ENSRNOG00000001404,ENSMUSG00000029722
ENSG00000136231,ENSMMUG00000004839,ENSRNOG00000009052,ENSMUSG00000029814
ENSG00000173950,ENSMMUG00000013091,ENSRNOG00000001729,ENSMUSG00000047434
ENSG00000123728,ENSMMUG00000016588,ENSRNOG00000002529,ENSMUSG00000050029
ENSG00000139428,ENSMMUG00000011665,ENSRNOG00000049426,ENSMUSG00000029575
ENSG00000146083,ENSMMUG00000013282,ENSRNOG00000017641,ENSMUSG00000034928
ENSG00000109736,ENSMMUG00000008383,ENSRNOG00000012534,ENSMUSG00000001082
ENSG00000160446,ENSMMUG00000010146,ENSRNOG00000015791,ENSMUSG00000015335
ENSG00000125870,ENSMMUG00000014493,ENSRNOG00000004967,ENSMUSG00000008333
ENSG00000140254,ENSMMUG00000008748,ENSRNOG00000018005,ENSMUSG00000027224
ENSG00000132000,ENSMMUG00000008324,ENSRNOG00000006741,ENSMUSG00000012889
ENSG00000139629,ENSMMUG00000023165,ENSRNOG00000033059,ENSMUSG00000037280
ENSG00000082397,ENSMMUG00000019418,ENSRNOG00000016724,ENSMUSG00000024044
ENSG00000164713,ENSMMUG00000013275,ENSRNOG00000001009,ENSMUSG00000047843
ENSG00000182712,ENSMMUG00000010250,ENSRNOG00000056435,ENSMUSG00000090110
ENSG00000166483,ENSMMUG00000008759,ENSRNOG00000010017,ENSMUSG00000031016
ENSG00000169372,ENSMMUG00000012670,ENSRNOG00000008507,ENSMUSG00000045867
ENSG00000180354,ENSMMUG00000012539,ENSRNOG00000010205,ENSMUSG00000038065
ENSG00000111670,ENSMMUG00000012562,ENSRNOG00000005228,ENSMUSG00000035311
ENSG00000123737,ENSMMUG00000009816,ENSRNOG00000014674,ENSMUSG00000027714
ENSG00000078674,ENSMMUG00000015487,ENSRNOG00000010155,ENSMUSG00000031592
ENSG00000171132,ENSMMUG00000014425,ENSRNOG00000015603,ENSMUSG00000045038
ENSG00000083642,ENSMMUG00000007201,ENSRNOG00000001098,ENSMUSG00000034021
ENSG00000163702,ENSMMUG00000018282,ENSRNOG00000027376,ENSMUSG00000030281
ENSG00000148700,ENSMMUG00000006233,ENSRNOG00000012820,ENSMUSG00000025026
ENSG00000149428,ENSMMUG00000030891,ENSRNOG00000010944,ENSMUSG00000032115
ENSG00000151117,ENSMMUG00000007130,ENSRNOG00000013663,ENSMUSG00000010307
ENSG00000038295,ENSMMUG00000015799,ENSRNOG00000033528,ENSMUSG00000053626
ENSG00000152795,ENSMMUG00000015777,ENSRNOG00000002270,ENSMUSG00000029328
ENSG00000106333,ENSMMUG00000002947,ENSRNOG00000025001,ENSMUSG00000029718
ENSG00000081277,ENSMMUG00000013506,ENSRNOG00000010076,ENSMUSG00000026413
ENSG00000116337,ENSMMUG00000005820,ENSRNOG00000019240,ENSMUSG00000027889
ENSG00000223501,ENSMMUG00000003864,ENSRNOG00000000470,ENSMUSG00000024319
ENSG00000164465,ENSMMUG00000017558,ENSRNOG00000000407,ENSMUSG00000019891
ENSG00000109062,ENSMMUG00000005737,ENSRNOG00000003232,ENSMUSG00000020733
ENSG00000008382,ENSMMUG00000028926,ENSRNOG00000048282,ENSMUSG00000003199
ENSG00000166825,ENSMMUG00000014983,ENSRNOG00000014610,ENSMUSG00000039062
ENSG00000116903,ENSMMUG00000005243,ENSRNOG00000019766,ENSMUSG00000074030
ENSG00000128274,ENSMMUG00000010194,ENSRNOG00000009736,ENSMUSG00000047878
ENSG00000068354,ENSMMUG00000018335,ENSRNOG00000005303,ENSMUSG00000039201
ENSG00000079459,ENSMMUG00000019211,ENSRNOG00000021314,ENSMUSG00000021273
ENSG00000124795,ENSMMUG00000019763,ENSRNOG00000016152,ENSMUSG00000021377
ENSG00000138686,ENSMMUG00000009819,ENSRNOG00000015816,ENSMUSG00000037325
ENSG00000198814,ENSMMUG00000005959,ENSRNOG00000034116,ENSMUSG00000025059
ENSG00000112531,ENSMMUG00000000428,ENSRNOG00000048297,ENSMUSG00000062078
ENSG00000116016,ENSMMUG00000023326,ENSRNOG00000021318,ENSMUSG00000024140
ENSG00000175287,ENSMMUG00000032026,ENSRNOG00000016794,ENSMUSG00000079484
ENSG00000185187,ENSMMUG00000002917,ENSRNOG00000015593,ENSMUSG00000025494
ENSG00000198824,ENSMMUG00000023599,ENSRNOG00000000112,ENSMUSG00000047710
ENSG00000165714,ENSMMUG00000018578,ENSRNOG00000006505,ENSMUSG00000042992
ENSG00000004866,ENSMMUG00000021722,ENSRNOG00000056243,ENSMUSG00000029534
ENSG00000196449,ENSMMUG00000005372,ENSRNOG00000025424,ENSMUSG00000028889
ENSG00000185900,ENSMMUG00000021272,ENSRNOG00000014628,ENSMUSG00000037251
ENSG00000123143,ENSMMUG00000005727,ENSRNOG00000004131,ENSMUSG00000057672
ENSG00000162923,ENSMMUG00000012227,ENSRNOG00000003723,ENSMUSG00000038733
ENSG00000134780,ENSMMUG00000009363,ENSRNOG00000027264,ENSMUSG00000035735
ENSG00000197106,ENSMMUG00000021544,ENSRNOG00000050090,ENSMUSG00000027894
ENSG00000162614,ENSMMUG00000010352,ENSRNOG00000012512,ENSMUSG00000039103
ENSG00000149131,ENSMMUG00000012618,ENSRNOG00000007457,ENSMUSG00000023224
ENSG00000151148,ENSMMUG00000019650,ENSRNOG00000047219,ENSMUSG00000029577
ENSG00000108960,ENSMMUG00000022628,ENSRNOG00000002436,ENSMUSG00000003948
ENSG00000176095,ENSMMUG00000014589,ENSRNOG00000019932,ENSMUSG00000032594
ENSG00000074211,ENSMMUG00000013416,ENSRNOG00000058202,ENSMUSG00000029120
ENSG00000109674,ENSMMUG00000007394,ENSRNOG00000011688,ENSMUSG00000039396
ENSG00000188026,ENSMMUG00000008416,ENSRNOG00000001055,ENSMUSG00000029392
ENSG00000158604,ENSMMUG00000002650,ENSRNOG00000005016,ENSMUSG00000004394
ENSG00000052723,ENSMMUG00000001973,ENSRNOG00000017502,ENSMUSG00000027854
ENSG00000185222,ENSMMUG00000010501,ENSRNOG00000034198,ENSMUSG00000042712
ENSG00000082213,ENSMMUG00000012200,ENSRNOG00000022745,ENSMUSG00000022195
ENSG00000065357,ENSMMUG00000018814,ENSRNOG00000022943,ENSMUSG00000025357
ENSG00000125971,ENSMMUG00000031253,ENSRNOG00000025715,ENSMUSG00000047459
ENSG00000136305,ENSMMUG00000010048,ENSRNOG00000020377,ENSMUSG00000022219
ENSG00000126804,ENSMMUG00000004748,ENSRNOG00000058593,ENSMUSG00000033454
ENSG00000119950,ENSMMUG00000014350,ENSRNOG00000034078,ENSMUSG00000025025
ENSG00000119686,ENSMMUG00000017665,ENSRNOG00000008754,ENSMUSG00000034258
ENSG00000187800,ENSMMUG00000012429,ENSRNOG00000014243,ENSMUSG00000028073
